"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Bout_1","Bout_2","Bout_3","Bout_4","Bout_5","Bout_6","Bout_7","Bout_8","Bout_9","Bout_10","Bout_11","Bout_12","Bout_13","Bout_14","Decimal_entrance_time","Total_runs","Decimal_time","Duration","Scent","Site","Density","Flower_number"
"C","6/16/22","OP.a_C",79,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1,15,105,"Clove","South","Low","Low"
"C","6/16/22","OP.a_C",88,0,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,5,15,105,"Clove","South","Low","Low"
"C","6/16/22","OP.a_C",99,0,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,7,15,105,"Clove","South","Low","Low"
"C","6/16/22","RB_C",35,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,7,113,"Peppermint","Northeast","High","Low"
"C","6/16/22","RB_C",56,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,11,7,113,"Peppermint","Northeast","High","Low"
"C","6/16/22","RB_C",81,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,4,7,113,"Peppermint","Northeast","High","Low"
"C","6/16/22","RB_C",107,0,1,23,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,33,7,113,"Peppermint","Northeast","High","Low"
"C","6/16/22","WB_C",74,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,7,62,58,"Peppermint","Northeast","High","Low"
"C","6/16/22","WB_C",96,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,7,62,58,"Peppermint","Northeast","High","Low"
"C","6/17/22","_B.a_C",81,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,1,14,106,"Clove","South","High","High"
"C","6/17/22","BB.a_C",32,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",46,0,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,7,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",51,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,12,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",79,0,1,4,2,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,38,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",86,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,9,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",91,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,21,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",97,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,8,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",102,0,1,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,18,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",107,0,1,5,7,10,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,37,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",114,0,1,1,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,18,8,112,"Clove","South","High","High"
"C","6/17/22","BB.a_C",119,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,19,8,112,"Clove","South","High","High"
"C","6/17/22","BF_C",102,0,1,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,36,26,94,"Peppermint","Northeast","High","Low"
"C","6/17/22","BO.a_C",63,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,3,61,59,"Clove","South","High","High"
"C","6/17/22","BO.a_C",68,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,12,61,59,"Clove","South","High","High"
"C","6/17/22","BO.a_C",108,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,21,61,59,"Clove","South","High","High"
"C","6/17/22","BO.a_C",113,0,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,9,61,59,"Clove","South","High","High"
"C","6/17/22","BP_C",75,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,9,16,104,"Peppermint","Northeast","High","Low"
"C","6/17/22","BP_C",89,0,1,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,22,16,104,"Peppermint","Northeast","High","Low"
"C","6/17/22","BR_C",52,0,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,14,14,106,"Clove","South","High","High"
"C","6/17/22","BR_C",92,0,1,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,22,14,106,"Clove","South","High","High"
"C","6/17/22","BR_C",98,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,14,106,"Clove","South","High","High"
"C","6/17/22","BR_C",115,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,18,14,106,"Clove","South","High","High"
"C","6/17/22","BW_C",100,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14,12,108,"Peppermint","Northeast","High","Low"
"C","6/17/22","FR.a_C",69,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,4,23,97,"Clove","South","High","High"
"C","6/17/22","FR.a_C",76,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,10,23,97,"Clove","South","High","High"
"C","6/17/22","FR.a_C",102,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1,23,97,"Clove","South","High","High"
"C","6/17/22","GG.a_C",78,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,9,2,118,"Clove","South","High","High"
"C","6/17/22","GG.a_C",109,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,9,2,118,"Clove","South","High","High"
"C","6/17/22","GR.a_C",54,0,1,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,10,18,102,"Peppermint","Northeast","High","Low"
"C","6/17/22","GR.a_C",66,0,1,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,22,18,102,"Peppermint","Northeast","High","Low"
"C","6/17/22","OB_C",50,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,9,7,113,"Clove","South","High","High"
"C","6/17/22","OP.a_C",71,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,4,8,112,"Clove","South","High","High"
"C","6/17/22","OP.a_C",120,0,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,24,8,112,"Clove","South","High","High"
"C","6/17/22","OY.a_C",46,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,13,107,"Clove","South","High","High"
"C","6/17/22","OY.a_C",77,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2,13,107,"Clove","South","High","High"
"C","6/17/22","RB_C",33,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,10,1,119,"Peppermint","Northeast","High","Low"
"C","6/17/22","YP_C",35,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,29,91,"Clove","South","High","High"
"C","6/17/22","YP_C",68,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2,29,91,"Clove","South","High","High"
"C","6/17/22","YP_C",74,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,14,29,91,"Clove","South","High","High"
"7B","7/18/22","BF.a_7B",14,36,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,3,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",18,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0666666666667,1,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",35,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7166666666667,1,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",43,47,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7833333333333,9,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",47,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0166666666667,11,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",50,29,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4833333333333,31,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BF.a_7B",59,26,1,8,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4333333333333,26,5,55,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",25,42,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,4,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",29,45,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75,9,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",33,34,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5666666666667,2,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",41,34,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5666666666667,2,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",45,40,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6666666666667,20,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",50,1,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0166666666667,10,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",54,13,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2166666666667,11,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BG_7B",57,57,1,7,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.95,23,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",20,13,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2166666666667,13,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",24,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4166666666667,1,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",27,42,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,7,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",31,35,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5833333333333,13,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",35,36,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6,9,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",42,33,1,2,2,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.55,31,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",50,4,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0666666666667,14,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",53,46,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7666666666667,9,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BO_7B",57,18,1,33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3,41,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",19,56,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9333333333333,9,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",23,27,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.45,11,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",27,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1333333333333,1,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",33,58,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9666666666667,16,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",38,7,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1166666666667,13,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",45,15,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.25,12,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",52,19,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3166666666667,19,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP_7B",56,25,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4166666666667,36,2,58,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",11,25,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4166666666667,2,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",19,38,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6333333333333,4,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",35,18,1,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,21,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",39,46,1,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7666666666667,26,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",43,45,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,1,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",52,7,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1166666666667,17,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BP.a_7B",54,17,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2833333333333,25,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BR_7B",55,14,1,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2333333333333,19,23,37,"Clove","South","High","Low"
"7B","7/18/22","BR_7B",59,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.15,2,23,37,"Clove","South","High","Low"
"7B","7/18/22","BRR_7B",36,44,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7333333333333,6,9,51,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BRR_7B",52,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7166666666667,1,9,51,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BRR_7B",56,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,8,9,51,"Peppermint","Northeast","High","Low"
"7B","7/18/22","BW.a_7B",42,58,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9666666666667,5,19,41,"Clove","South","High","Low"
"7B","7/18/22","FF.a_7B",45,57,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.95,6,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FF.a_7B",49,44,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7333333333333,12,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FF.a_7B",53,13,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2166666666667,15,6,54,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FFP_7B",9,4,1,19,6,3,7,2,4,1,1,8,3,1,1,NA,NA,9.06666666666667,56,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",16,15,1,1,1,1,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,16.25,28,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",21,44,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7333333333333,6,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",25,34,1,14,43,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5666666666667,72,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",32,43,1,1,4,10,16,10,6,2,22,1,NA,NA,NA,NA,NA,32.7166666666667,72,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",39,33,1,19,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.55,21,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",45,5,1,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0833333333333,22,7,53,"Clove","South","High","Low"
"7B","7/18/22","FFP_7B",51,20,1,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3333333333333,15,7,53,"Clove","South","High","Low"
"7B","7/18/22","FR.a_7B",46,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0166666666667,13,10,50,"Clove","South","High","Low"
"7B","7/18/22","FY_7B",15,18,1,1,10,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,25,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",20,10,1,3,1,1,2,10,2,4,1,1,35,NA,NA,NA,NA,20.1666666666667,60,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",25,30,1,8,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,15,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",29,11,1,44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1833333333333,62,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",35,19,1,1,13,39,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3166666666667,61,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",40,29,1,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4833333333333,24,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",44,31,1,28,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5166666666667,54,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FY_7B",49,28,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4666666666667,11,13,47,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",10,25,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4166666666667,8,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",22,20,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3333333333333,13,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",27,18,1,1,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,14,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",32,22,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3666666666667,14,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",37,0,1,2,1,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,45,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",43,3,1,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05,22,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",47,38,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6333333333333,3,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",51,56,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9333333333333,24,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYR_7B",56,25,1,2,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4166666666667,20,8,52,"Peppermint","Northeast","High","Low"
"7B","7/18/22","FYY_7B",49,3,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.05,15,15,45,"Clove","South","High","Low"
"7B","7/18/22","FYY_7B",57,18,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3,10,15,45,"Clove","South","High","Low"
"7B","7/18/22","GGW_7B",37,54,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,8,5,55,"Clove","South","High","Low"
"7B","7/18/22","GGW_7B",43,29,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4833333333333,22,5,55,"Clove","South","High","Low"
"7B","7/18/22","GGW_7B",53,39,1,1,6,4,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,53.65,29,5,55,"Clove","South","High","Low"
"7B","7/18/22","GGW_7B",58,59,1,7,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9833333333333,56,5,55,"Clove","South","High","Low"
"7B","7/18/22","GO_7B",18,11,1,17,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1833333333333,36,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",23,7,1,1,1,21,11,17,2,NA,NA,NA,NA,NA,NA,NA,NA,23.1166666666667,53,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",28,13,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2166666666667,16,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",32,47,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7833333333333,28,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",41,33,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.55,52,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",46,24,1,3,8,14,20,14,11,11,NA,NA,NA,NA,NA,NA,NA,46.4,81,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",53,22,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3666666666667,21,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GO_7B",57,44,1,2,5,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7333333333333,44,16,44,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",20,42,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,5,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",24,20,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3333333333333,4,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",35,34,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5666666666667,7,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",38,55,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9166666666667,7,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",46,16,1,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2666666666667,20,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",50,12,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,24,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GP.a_7B",54,21,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.35,6,7,53,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GR_7B",47,19,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3166666666667,9,3,57,"Peppermint","Northeast","High","Low"
"7B","7/18/22","GR_7B",57,25,1,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4166666666667,23,3,57,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",8,26,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43333333333333,2,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",12,17,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2833333333333,2,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",22,27,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.45,3,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",34,2,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0333333333333,9,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",37,36,1,3,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,43,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",42,40,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6666666666667,9,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",50,12,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,15,11,49,"Peppermint","Northeast","High","Low"
"7B","7/18/22","OB_7B",53,57,1,22,2,9,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.95,50,11,49,"Peppermint","Northeast","High","Low"
