"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"C","6/16/22","BP_C",73,0,1,73,17,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",21,99
"C","6/16/22","BR_C",89,0,1,89,15,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",8,112
"C","6/16/22","FR.a_C",76,0,1,76,3,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",35,85
"C","6/16/22","GG.a_C",70,0,1,70,2,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",26,94
"C","6/16/22","GR.a_C",98,0,1,98,28,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",21,99
"C","6/16/22","GR.a_C",113,0,1,113,18,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",21,99
"C","6/16/22","GW_C",112,0,1,112,5,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",2,118
"C","6/16/22","OP.a_C",79,0,1,79,1,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",15,105
"C","6/16/22","OP.a_C",88,0,1,88,5,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",15,105
"C","6/16/22","OP.a_C",99,0,1,99,7,"Trial 1",2,"Clove","Changing","Density: Low, Number of flowers: Low","South","Low","Low",15,105
"C","6/16/22","RB_C",35,0,1,35,3,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",7,113
"C","6/16/22","RB_C",56,0,1,56,11,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",7,113
"C","6/16/22","RB_C",81,0,1,81,4,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",7,113
"C","6/16/22","RB_C",107,0,1,107,33,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",7,113
"C","6/16/22","WB_C",74,0,1,74,7,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",62,58
"C","6/16/22","WB_C",96,0,1,96,7,"Trial 1",2,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",62,58
"C","6/17/22","_B.a_C",81,0,1,81,1,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",14,106
"C","6/17/22","BB.a_C",32,0,1,32,3,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",46,0,1,46,7,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",51,0,1,51,12,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",79,0,1,79,38,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",86,0,1,86,9,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",91,0,1,91,21,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",97,0,1,97,8,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",102,0,1,102,18,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",107,0,1,107,37,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",114,0,1,114,18,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BB.a_C",119,0,1,119,19,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","BF_C",102,0,1,102,36,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",26,94
"C","6/17/22","BO.a_C",63,0,1,63,3,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",61,59
"C","6/17/22","BO.a_C",68,0,1,68,12,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",61,59
"C","6/17/22","BO.a_C",108,0,1,108,21,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",61,59
"C","6/17/22","BO.a_C",113,0,1,113,9,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",61,59
"C","6/17/22","BP_C",75,0,1,75,9,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",16,104
"C","6/17/22","BP_C",89,0,1,89,22,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",16,104
"C","6/17/22","BR_C",52,0,1,52,14,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",14,106
"C","6/17/22","BR_C",92,0,1,92,22,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",14,106
"C","6/17/22","BR_C",98,0,1,98,1,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",14,106
"C","6/17/22","BR_C",115,0,1,115,18,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",14,106
"C","6/17/22","BW_C",100,0,1,100,14,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",12,108
"C","6/17/22","FR.a_C",69,0,1,69,4,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",23,97
"C","6/17/22","FR.a_C",76,0,1,76,10,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",23,97
"C","6/17/22","FR.a_C",102,0,1,102,1,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",23,97
"C","6/17/22","GG.a_C",78,0,1,78,9,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",2,118
"C","6/17/22","GG.a_C",109,0,1,109,9,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",2,118
"C","6/17/22","GR.a_C",54,0,1,54,10,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",18,102
"C","6/17/22","GR.a_C",66,0,1,66,22,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",18,102
"C","6/17/22","OB_C",50,0,1,50,9,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",7,113
"C","6/17/22","OP.a_C",71,0,1,71,4,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","OP.a_C",120,0,1,120,24,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",8,112
"C","6/17/22","OY.a_C",46,0,1,46,1,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",13,107
"C","6/17/22","OY.a_C",77,0,1,77,2,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",13,107
"C","6/17/22","RB_C",33,0,1,33,10,"Trial 1",3,"Peppermint","Constant","Density: High, Number of flowers: Low","Northeast","High","Low",1,119
"C","6/17/22","YP_C",35,0,1,35,2,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",29,91
"C","6/17/22","YP_C",68,0,1,68,2,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",29,91
"C","6/17/22","YP_C",74,0,1,74,14,"Trial 1",3,"Clove","Changing","Density: High, Number of flowers: High","South","High","High",29,91
"7B","7/18/22","BF.a_7B",14,36,1,14.6,3,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",18,4,1,18.0666666666667,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",21,48,0,21.8,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",25,30,0,25.5,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",32,41,0,32.6833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",35,43,1,35.7166666666667,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",40,12,0,40.2,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",43,47,1,43.7833333333333,9,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",47,1,1,47.0166666666667,11,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",50,29,1,50.4833333333333,31,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",55,17,0,55.2833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BF.a_7B",59,26,1,59.4333333333333,26,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",5,55
"7B","7/18/22","BG_7B",25,42,1,25.7,4,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",29,45,1,29.75,9,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",33,34,1,33.5666666666667,2,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",37,29,0,37.4833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",41,34,1,41.5666666666667,2,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",45,40,1,45.6666666666667,20,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",50,1,1,50.0166666666667,10,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",54,13,1,54.2166666666667,11,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BG_7B",57,57,1,57.95,23,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BO_7B",20,13,1,20.2166666666667,13,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",24,25,1,24.4166666666667,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",27,42,1,27.7,7,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",31,35,1,31.5833333333333,13,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",35,36,1,35.6,9,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",39,15,0,39.25,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",42,33,1,42.55,31,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",46,49,0,46.8166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",50,4,1,50.0666666666667,14,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",53,46,1,53.7666666666667,9,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BO_7B",57,18,1,57.3,41,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","BP_7B",19,56,1,19.9333333333333,9,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",23,27,1,23.45,11,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",27,8,1,27.1333333333333,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",30,48,0,30.8,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",33,58,1,33.9666666666667,16,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",38,7,1,38.1166666666667,13,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",45,15,1,45.25,12,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",48,50,0,48.8333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",52,19,1,52.3166666666667,19,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP_7B",56,25,1,56.4166666666667,36,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","BP.a_7B",11,25,1,11.4166666666667,2,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",19,38,1,19.6333333333333,4,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",35,18,1,35.3,21,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",39,46,1,39.7666666666667,26,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",43,45,1,43.75,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",47,26,0,47.4333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",50,54,0,50.9,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",52,7,1,52.1166666666667,17,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BP.a_7B",54,17,1,54.2833333333333,25,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","BR_7B",32,4,0,32.0666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",37,16,0,37.2666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",41,59,0,41.9833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",46,55,0,46.9166666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",50,45,0,50.75,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",55,14,1,55.2333333333333,19,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BR_7B",59,9,1,59.15,2,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",23,37
"7B","7/18/22","BRR_7B",14,42,0,14.7,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",22,47,0,22.7833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",30,25,0,30.4166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",36,44,1,36.7333333333333,6,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",42,58,0,42.9666666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",46,32,0,46.5333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",49,54,0,49.9,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",52,43,1,52.7166666666667,1,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",56,0,1,56,8,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BRR_7B",59,20,0,59.3333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",9,51
"7B","7/18/22","BW.a_7B",21,35,0,21.5833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",30,54,0,30.9,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",34,45,0,34.75,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",38,27,0,38.45,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",42,58,1,42.9666666666667,5,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",49,51,0,49.85,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BW.a_7B",53,10,0,53.1666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",19,41
"7B","7/18/22","BY.a_7B",32,33,0,32.55,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",17,43
"7B","7/18/22","BY.a_7B",37,2,0,37.0333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",17,43
"7B","7/18/22","BY.a_7B",40,41,0,40.6833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",17,43
"7B","7/18/22","BY.a_7B",48,47,0,48.7833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",17,43
"7B","7/18/22","BY.a_7B",56,58,0,56.9666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",17,43
"7B","7/18/22","FF.a_7B",21,53,0,21.8833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FF.a_7B",39,9,0,39.15,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FF.a_7B",42,39,0,42.65,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FF.a_7B",45,57,1,45.95,6,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FF.a_7B",49,44,1,49.7333333333333,12,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FF.a_7B",53,13,1,53.2166666666667,15,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",6,54
"7B","7/18/22","FFP_7B",9,4,1,9.06666666666667,56,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",16,15,1,16.25,28,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",21,44,1,21.7333333333333,6,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",25,34,1,25.5666666666667,72,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",32,43,1,32.7166666666667,72,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",39,33,1,39.55,21,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",45,5,1,45.0833333333333,22,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FFP_7B",51,20,1,51.3333333333333,15,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",7,53
"7B","7/18/22","FGG_7B",32,29,0,32.4833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/18/22","FGG_7B",37,26,0,37.4333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/18/22","FGG_7B",41,23,0,41.3833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/18/22","FGG_7B",46,4,0,46.0666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/18/22","FGG_7B",58,50,0,58.8333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/18/22","FR.a_7B",31,53,0,31.8833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",35,56,0,35.9333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",39,16,0,39.2666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",42,58,0,42.9666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",46,1,1,46.0166666666667,13,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",49,43,0,49.7166666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",53,21,0,53.35,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FR.a_7B",56,53,0,56.8833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",10,50
"7B","7/18/22","FY_7B",15,18,1,15.3,25,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",20,10,1,20.1666666666667,60,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",25,30,1,25.5,15,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",29,11,1,29.1833333333333,62,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",35,19,1,35.3166666666667,61,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",40,29,1,40.4833333333333,24,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",44,31,1,44.5166666666667,54,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FY_7B",49,28,1,49.4666666666667,11,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",13,47
"7B","7/18/22","FYR_7B",10,25,1,10.4166666666667,8,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",22,20,1,22.3333333333333,13,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",27,18,1,27.3,14,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",32,22,1,32.3666666666667,14,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",37,0,1,37,45,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",43,3,1,43.05,22,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",47,38,1,47.6333333333333,3,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",51,56,1,51.9333333333333,24,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYR_7B",56,25,1,56.4166666666667,20,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",8,52
"7B","7/18/22","FYY_7B",17,51,0,17.85,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",15,45
"7B","7/18/22","FYY_7B",30,44,0,30.7333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",15,45
